======== Profiling result:
======== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "GeForce GTX 560 Ti (0)"
    Kernel: void mtf_cuda_2buffers<int=4096, int=4, unsigned int>(unsigned char const *, unsigned char*, int, int)
          1             l2_subp0_write_sector_queries    18354176    18354176    18354176    18354176
          1             l2_subp1_write_sector_queries    18354176    18354176    18354176    18354176
          1              l2_subp0_read_sector_queries    15075172    15075172    15075172    15075172
          1              l2_subp1_read_sector_queries    16333216    16333216    16333216    16333216
          1          l2_subp0_read_tex_sector_queries           0           0           0           0
          1          l2_subp1_read_tex_sector_queries           0           0           0           0
          1                 l2_subp0_read_hit_sectors    15910736    15910736    15910736    15910736
          1                 l2_subp1_read_hit_sectors    15508240    15508240    15508240    15508240
          1             l2_subp0_read_tex_hit_sectors           0           0           0           0
          1             l2_subp1_read_tex_hit_sectors           0           0           0           0
          1                         elapsed_cycles_sm   332355872   332355872   332355872   332355872
          1       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          1       l2_subp1_read_sysmem_sector_queries           0           0           0           0
          1      l2_subp0_write_sysmem_sector_queries           0           0           0           0
          1      l2_subp1_write_sysmem_sector_queries           1           1           1           1
          1        l2_subp0_total_read_sector_queries    15173419    15173419    15173419    15173419
          1        l2_subp1_total_read_sector_queries    15437044    15437044    15437044    15437044
          1       l2_subp0_total_write_sector_queries    18354176    18354176    18354176    18354176
          1       l2_subp1_total_write_sector_queries    18354179    18354179    18354179    18354179
          1                                atom_count           0           0           0           0
          1                                gred_count           0           0           0           0
          1                             gld_inst_8bit  1174954048  1174954048  1174954048  1174954048
          1                            gld_inst_16bit           0           0           0           0
          1                            gld_inst_32bit           0           0           0           0
          1                            gld_inst_64bit           0           0           0           0
          1                           gld_inst_128bit           0           0           0           0
          1                             gst_inst_8bit  1174667264  1174667264  1174667264  1174667264
          1                            gst_inst_16bit           0           0           0           0
          1                            gst_inst_32bit           0           0           0           0
          1                            gst_inst_64bit           0           0           0           0
          1                           gst_inst_128bit           0           0           0           0
    Kernel: void mtf_cuda_2buffers_depth32<int=4096, int=4, int=3, unsigned int, int=32>(unsigned char const *, unsigned char*, int, int)
          1                                local_load           0           0           0           0
          1                               local_store           0           0           0           0
          1                               gld_request    36713217    36713217    36713217    36713217
          1                               gst_request    36704256    36704256    36704256    36704256
          1                               shared_load    36704256    36704256    36704256    36704256
          1                              shared_store    73417013    73417013    73417013    73417013
          1                                    branch      770647      770647      770647      770647
          1                          divergent_branch           0           0           0           0
          1                             active_cycles   333638568   333638568   333638568   333638568
          1                            inst_issued1_0   196361417   196361417   196361417   196361417
          1                            inst_issued2_0    92952326    92952326    92952326    92952326
          1                            inst_issued1_1   196332088   196332088   196332088   196332088
          1                            inst_issued2_1    92890111    92890111    92890111    92890111
          1                             inst_executed   764005908   764005908   764005908   764005908
          1                            warps_launched        2988        2988        2988        2988
          1                          threads_launched       95616       95616       95616       95616
          1                    thread_inst_executed_0  9253716480  9253716480  9253716480  9253716480
          1                    thread_inst_executed_2  2974470336  2974470336  2974470336  2974470336
          1                    thread_inst_executed_1  9247522784  9247522784  9247522784  9247522784
          1                    thread_inst_executed_3  2972479456  2972479456  2972479456  2972479456
          1                              active_warps  1.0274e+10  1.0274e+10  1.0274e+10  1.0274e+10
          1                 tex0_cache_sector_queries           0           0           0           0
          1                  tex0_cache_sector_misses           0           0           0           0
          1                 tex1_cache_sector_queries           0           0           0           0
          1                  tex1_cache_sector_misses           0           0           0           0
          1                           sm_cta_launched         744         744         744         744
          1                         l1_local_load_hit           0           0           0           0
          1                        l1_local_load_miss           0           0           0           0
          1                        l1_local_store_hit           0           0           0           0
          1                       l1_local_store_miss           0           0           0           0
          1                        l1_global_load_hit    25393216    25393216    25393216    25393216
          1                       l1_global_load_miss    11332292    11332292    11332292    11332292
          1          uncached_global_load_transaction           0           0           0           0
          1                  global_store_transaction    36569088    36569088    36569088    36569088
          1                   l1_shared_bank_conflict           0           0           0           0
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
          1                           prof_trigger_05           0           0           0           0
          1                           prof_trigger_06           0           0           0           0
          1                           prof_trigger_07           0           0           0           0
          1                     fb_subp0_read_sectors      955033      955033      955033      955033
          1                     fb_subp1_read_sectors      955607      955607      955607      955607
          1                    fb_subp0_write_sectors    15908757    15908757    15908757    15908757
          1                    fb_subp1_write_sectors    15876889    15876889    15876889    15876889
          1              l2_subp0_write_sector_misses    15906888    15906888    15906888    15906888
          1              l2_subp1_write_sector_misses    15876889    15876889    15876889    15876889
          1               l2_subp0_read_sector_misses      955596      955596      955596      955596
          1               l2_subp1_read_sector_misses      955403      955403      955403      955403
          1             l2_subp0_write_sector_queries    18352128    18352128    18352128    18352128
          1             l2_subp1_write_sector_queries    18352128    18352128    18352128    18352128
          1              l2_subp0_read_sector_queries    23485164    23485164    23485164    23485164
          1              l2_subp1_read_sector_queries    23803760    23803760    23803760    23803760
          1          l2_subp0_read_tex_sector_queries           0           0           0           0
          1          l2_subp1_read_tex_sector_queries           0           0           0           0
          1                 l2_subp0_read_hit_sectors    24151532    24151532    24151532    24151532
          1                 l2_subp1_read_hit_sectors    23335716    23335716    23335716    23335716
          1             l2_subp0_read_tex_hit_sectors           0           0           0           0
          1             l2_subp1_read_tex_hit_sectors           0           0           0           0
          1                         elapsed_cycles_sm   336008340   336008340   336008340   336008340
          1       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          1       l2_subp1_read_sysmem_sector_queries           0           0           0           0
          1      l2_subp0_write_sysmem_sector_queries           0           0           0           0
          1      l2_subp1_write_sysmem_sector_queries           0           0           0           0
          1        l2_subp0_total_read_sector_queries    23874555    23874555    23874555    23874555
          1        l2_subp1_total_read_sector_queries    24045168    24045168    24045168    24045168
          1       l2_subp0_total_write_sector_queries    18352128    18352128    18352128    18352128
          1       l2_subp1_total_write_sector_queries    18352131    18352131    18352131    18352131
          1                                atom_count           0           0           0           0
          1                                gred_count           0           0           0           0
          1                             gld_inst_8bit  1174822944  1174822944  1174822944  1174822944
          1                            gld_inst_16bit           0           0           0           0
          1                            gld_inst_32bit           0           0           0           0
          1                            gld_inst_64bit           0           0           0           0
          1                           gld_inst_128bit           0           0           0           0
          1                             gst_inst_8bit  1174536192  1174536192  1174536192  1174536192
          1                            gst_inst_16bit           0           0           0           0
          1                            gst_inst_32bit           0           0           0           0
          1                            gst_inst_64bit           0           0           0           0
          1                           gst_inst_128bit           0           0           0           0
    Kernel: void mtf_cuda_thread<int=4096, int=32, int=256>(unsigned char const *, unsigned char*, int, int)
          1                                local_load           0           0           0           0
          1                               local_store           0           0           0           0
          1                               gld_request    10125684    10125684    10125684    10125684
          1                               gst_request    10127446    10127446    10127446    10127446
          1                               shared_load    13330443    13330443    13330443    13330443
          1                              shared_store    23475592    23475592    23475592    23475592
          1                                    branch    37020223    37020223    37020223    37020223
          1                          divergent_branch    10017982    10017982    10017982    10017982
          1                             active_cycles   766257512   766257512   766257512   766257512
          1                            inst_issued1_0   104547971   104547971   104547971   104547971
          1                            inst_issued2_0    53897466    53897466    53897466    53897466
          1                            inst_issued1_1   103226785   103226785   103226785   103226785
          1                            inst_issued2_1    53619355    53619355    53619355    53619355
          1                             inst_executed   369460401   369460401   369460401   369460401
          1                            warps_launched         281         281         281         281
          1                          threads_launched        8992        8992        8992        8992
          1                    thread_inst_executed_0  1798685922  1798685922  1798685922  1798685922
          1                    thread_inst_executed_2   754655126   754655126   754655126   754655126
          1                    thread_inst_executed_1  1803027662  1803027662  1803027662  1803027662
          1                    thread_inst_executed_3   764706082   764706082   764706082   764706082
          1                              active_warps  4172498498  4172498498  4172498498  4172498498
          1                 tex0_cache_sector_queries           0           0           0           0
          1                  tex0_cache_sector_misses           0           0           0           0
          1                 tex1_cache_sector_queries           0           0           0           0
          1                  tex1_cache_sector_misses           0           0           0           0
          1                           sm_cta_launched         284         284         284         284
          1                         l1_local_load_hit           0           0           0           0
          1                        l1_local_load_miss           0           0           0           0
          1                        l1_local_store_hit           0           0           0           0
          1                       l1_local_store_miss           0           0           0           0
          1                        l1_global_load_hit    22555772    22555772    22555772    22555772
          1                       l1_global_load_miss    14694152    14694152    14694152    14694152
          1          uncached_global_load_transaction           0           0           0           0
          1                  global_store_transaction    37240832    37240832    37240832    37240832
          1                   l1_shared_bank_conflict           0           0           0           0
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
          1                           prof_trigger_05           0           0           0           0
          1                           prof_trigger_06           0           0           0           0
          1                           prof_trigger_07           0           0           0           0
          1                     fb_subp0_read_sectors     1574556     1574556     1574556     1574556
          1                     fb_subp1_read_sectors     1574619     1574619     1574619     1574619
          1                    fb_subp0_write_sectors    18325423    18325423    18325423    18325423
          1                    fb_subp1_write_sectors    18325084    18325084    18325084    18325084
          1              l2_subp0_write_sector_misses    18325346    18325346    18325346    18325346
          1              l2_subp1_write_sector_misses    18325084    18325084    18325084    18325084
          1               l2_subp0_read_sector_misses     1574309     1574309     1574309     1574309
          1               l2_subp1_read_sector_misses     1574715     1574715     1574715     1574715
          1             l2_subp0_write_sector_queries    18352128    18352128    18352128    18352128
          1             l2_subp1_write_sector_queries    18352128    18352128    18352128    18352128
          1              l2_subp0_read_sector_queries    30441300    30441300    30441300    30441300
          1              l2_subp1_read_sector_queries    30373072    30373072    30373072    30373072
          1          l2_subp0_read_tex_sector_queries           0           0           0           0
          1          l2_subp1_read_tex_sector_queries           0           0           0           0
          1                 l2_subp0_read_hit_sectors    29973548    29973548    29973548    29973548
          1                 l2_subp1_read_hit_sectors    29679624    29679624    29679624    29679624
          1             l2_subp0_read_tex_hit_sectors           0           0           0           0
          1             l2_subp1_read_tex_hit_sectors           0           0           0           0
          1                         elapsed_cycles_sm   853306928   853306928   853306928   853306928
          1       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          1       l2_subp1_read_sysmem_sector_queries           0           0           0           0
          1      l2_subp0_write_sysmem_sector_queries           0           0           0           0
          1      l2_subp1_write_sysmem_sector_queries           0           0           0           0
          1        l2_subp0_total_read_sector_queries    30613729    30613729    30613729    30613729
          1        l2_subp1_total_read_sector_queries    30425844    30425844    30425844    30425844
          1       l2_subp0_total_write_sector_queries    18352130    18352130    18352130    18352130
          1       l2_subp1_total_write_sector_queries    18352146    18352146    18352146    18352146
          1                                atom_count           0           0           0           0
          1                                gred_count           0           0           0           0
          1                             gld_inst_8bit    36713217    36713217    36713217    36713217
          1                            gld_inst_16bit           0           0           0           0
          1                            gld_inst_32bit           0           0           0           0
          1                            gld_inst_64bit           0           0           0           0
          1                           gld_inst_128bit           0           0           0           0
          1                             gst_inst_8bit    36704256    36704256    36704256    36704256
          1                            gst_inst_16bit           0           0           0           0
          1                            gst_inst_32bit           0           0           0           0
          1                            gst_inst_64bit           0           0           0           0
          1                           gst_inst_128bit           0           0           0           0
    Kernel: void mtf_cuda_2buffers_depth32<int=4096, int=4, int=4, unsigned int, int=32>(unsigned char const *, unsigned char*, int, int)
          1                                local_load           0           0           0           0
          1                               local_store           0           0           0           0
          1                               gld_request    36725508    36725508    36725508    36725508
          1                               gst_request    36716544    36716544    36716544    36716544
          1                               shared_load    36716544    36716544    36716544    36716544
          1                              shared_store    73429304    73429304    73429304    73429304
          1                                    branch      578181      578181      578181      578181
          1                          divergent_branch           0           0           0           0
          1                             active_cycles   332523777   332523777   332523777   332523777
          1                            inst_issued1_0   148007794   148007794   148007794   148007794
          1                            inst_issued2_0   116810572   116810572   116810572   116810572
          1                            inst_issued1_1   147874790   147874790   147874790   147874790
          1                            inst_issued2_1   116706372   116706372   116706372   116706372
          1                             inst_executed   756779004   756779004   756779004   756779004
          1                            warps_launched        2244        2244        2244        2244
          1                          threads_launched       71808       71808       71808       71808
          1                    thread_inst_executed_0  8375932864  8375932864  8375932864  8375932864
          1                    thread_inst_executed_2  3737934208  3737934208  3737934208  3737934208
          1                    thread_inst_executed_1  8368461248  8368461248  8368461248  8368461248
          1                    thread_inst_executed_3  3734599808  3734599808  3734599808  3734599808
          1                              active_warps  1.0132e+10  1.0132e+10  1.0132e+10  1.0132e+10
          1                 tex0_cache_sector_queries           0           0           0           0
          1                  tex0_cache_sector_misses           0           0           0           0
          1                 tex1_cache_sector_queries           0           0           0           0
          1                  tex1_cache_sector_misses           0           0           0           0
          1                           sm_cta_launched         564         564         564         564
          1                         l1_local_load_hit           0           0           0           0
          1                        l1_local_load_miss           0           0           0           0
          1                        l1_local_store_hit           0           0           0           0
          1                       l1_local_store_miss           0           0           0           0
          1                        l1_global_load_hit    19691560    19691560    19691560    19691560
          1                       l1_global_load_miss    16820904    16820904    16820904    16820904
          1          uncached_global_load_transaction           0           0           0           0
          1                  global_store_transaction    36700160    36700160    36700160    36700160
          1                   l1_shared_bank_conflict           0           0           0           0
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
          1                           prof_trigger_05           0           0           0           0
          1                           prof_trigger_06           0           0           0           0
          1                           prof_trigger_07           0           0           0           0
          1                     fb_subp0_read_sectors     1209883     1209883     1209883     1209883
          1                     fb_subp1_read_sectors     1185474     1185474     1185474     1185474
          1                    fb_subp0_write_sectors    16830428    16830428    16830428    16830428
          1                    fb_subp1_write_sectors    17054969    17054969    17054969    17054969
          1              l2_subp0_write_sector_misses    16901584    16901584    16901584    16901584
          1              l2_subp1_write_sector_misses    17054969    17054969    17054969    17054969
          1               l2_subp0_read_sector_misses     1207751     1207751     1207751     1207751
          1               l2_subp1_read_sector_misses     1120467     1120467     1120467     1120467
          1             l2_subp0_write_sector_queries    18358272    18358272    18358272    18358272
          1             l2_subp1_write_sector_queries    18358272    18358272    18358272    18358272
          1              l2_subp0_read_sector_queries    34492596    34492596    34492596    34492596
          1              l2_subp1_read_sector_queries    35253748    35253748    35253748    35253748
          1          l2_subp0_read_tex_sector_queries           0           0           0           0
          1          l2_subp1_read_tex_sector_queries           0           0           0           0
          1                 l2_subp0_read_hit_sectors    33652936    33652936    33652936    33652936
          1                 l2_subp1_read_hit_sectors    33963284    33963284    33963284    33963284
          1             l2_subp0_read_tex_hit_sectors           0           0           0           0
          1             l2_subp1_read_tex_hit_sectors           0           0           0           0
          1                         elapsed_cycles_sm   334941312   334941312   334941312   334941312
          1       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          1       l2_subp1_read_sysmem_sector_queries           0           0           0           0
          1      l2_subp0_write_sysmem_sector_queries           0           0           0           0
          1      l2_subp1_write_sysmem_sector_queries           0           0           0           0
          1        l2_subp0_total_read_sector_queries    34966167    34966167    34966167    34966167
          1        l2_subp1_total_read_sector_queries    35490112    35490112    35490112    35490112
          1       l2_subp0_total_write_sector_queries    18358272    18358272    18358272    18358272
          1       l2_subp1_total_write_sector_queries    18358275    18358275    18358275    18358275
          1                                atom_count           0           0           0           0
          1                                gred_count           0           0           0           0
          1                             gld_inst_8bit  1175216256  1175216256  1175216256  1175216256
          1                            gld_inst_16bit           0           0           0           0
          1                            gld_inst_32bit           0           0           0           0
          1                            gld_inst_64bit           0           0           0           0
          1                           gld_inst_128bit           0           0           0           0
          1                             gst_inst_8bit  1174929408  1174929408  1174929408  1174929408
          1                            gst_inst_16bit           0           0           0           0
          1                            gst_inst_32bit           0           0           0           0
          1                            gst_inst_64bit           0           0           0           0
          1                           gst_inst_128bit           0           0           0           0
    Kernel: void mtf_cuda_thread<int=4096, int=128, int=8>(unsigned char const *, unsigned char*, int, int)
          1                                local_load           0           0           0           0
          1                               local_store           0           0           0           0
          1                               gld_request     6082355     6082355     6082355     6082355
          1                               gst_request     6083279     6083279     6083279     6083279
          1                               shared_load     6462783     6462783     6462783     6462783
          1                              shared_store    12546343    12546343    12546343    12546343
          1                                    branch    19091057    19091057    19091057    19091057
          1                          divergent_branch     6049485     6049485     6049485     6049485
          1                             active_cycles   709424446   709424446   709424446   709424446
          1                            inst_issued1_0   337984001   337984001   337984001   337984001
          1                            inst_issued2_0    34616091    34616091    34616091    34616091
          1                            inst_issued1_1   203542149   203542149   203542149   203542149
          1                            inst_issued2_1    34736297    34736297    34736297    34736297
          1                             inst_executed   208358080   208358080   208358080   208358080
          1                            warps_launched         284         284         284         284
          1                          threads_launched        9088        9088        9088        9088
          1                    thread_inst_executed_0  1144956810  1144956810  1144956810  1144956810
          1                    thread_inst_executed_2   570766441   570766441   570766441   570766441
          1                    thread_inst_executed_1  1168028019  1168028019  1168028019  1168028019
          1                    thread_inst_executed_3   577185594   577185594   577185594   577185594
          1                              active_warps  1.9862e+10  1.9862e+10  1.9862e+10  1.9862e+10
          1                 tex0_cache_sector_queries           0           0           0           0
          1                  tex0_cache_sector_misses           0           0           0           0
          1                 tex1_cache_sector_queries           0           0           0           0
          1                  tex1_cache_sector_misses           0           0           0           0
          1                           sm_cta_launched          72          72          72          72
          1                         l1_local_load_hit           0           0           0           0
          1                        l1_local_load_miss           0           0           0           0
          1                        l1_local_store_hit           0           0           0           0
          1                       l1_local_store_miss           0           0           0           0
          1                        l1_global_load_hit     2406332     2406332     2406332     2406332
          1                       l1_global_load_miss    35351620    35351620    35351620    35351620
          1          uncached_global_load_transaction           0           0           0           0
          1                  global_store_transaction    37765120    37765120    37765120    37765120
          1                   l1_shared_bank_conflict           0           0           0           0
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
          1                           prof_trigger_05           0           0           0           0
          1                           prof_trigger_06           0           0           0           0
          1                           prof_trigger_07           0           0           0           0
          1                     fb_subp0_read_sectors    47497641    47497641    47497641    47497641
          1                     fb_subp1_read_sectors    47505518    47505518    47505518    47505518
          1                    fb_subp0_write_sectors    18254007    18254007    18254007    18254007
          1                    fb_subp1_write_sectors    18258787    18258787    18258787    18258787
          1              l2_subp0_write_sector_misses    18252258    18252258    18252258    18252258
          1              l2_subp1_write_sector_misses    18258787    18258787    18258787    18258787
          1               l2_subp0_read_sector_misses    47657052    47657052    47657052    47657052
          1               l2_subp1_read_sector_misses    47448171    47448171    47448171    47448171
          1             l2_subp0_write_sector_queries    18352128    18352128    18352128    18352128
          1             l2_subp1_write_sector_queries    18352128    18352128    18352128    18352128
          1              l2_subp0_read_sector_queries    68460584    68460584    68460584    68460584
          1              l2_subp1_read_sector_queries    68485836    68485836    68485836    68485836
          1          l2_subp0_read_tex_sector_queries           0           0           0           0
          1          l2_subp1_read_tex_sector_queries           0           0           0           0
          1                 l2_subp0_read_hit_sectors    21521092    21521092    21521092    21521092
          1                 l2_subp1_read_hit_sectors    21670764    21670764    21670764    21670764
          1             l2_subp0_read_tex_hit_sectors           0           0           0           0
          1             l2_subp1_read_tex_hit_sectors           0           0           0           0
          1                         elapsed_cycles_sm   737459536   737459536   737459536   737459536
          1       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          1       l2_subp1_read_sysmem_sector_queries           0           0           0           0
          1      l2_subp0_write_sysmem_sector_queries           0           0           0           0
          1      l2_subp1_write_sysmem_sector_queries           0           0           0           0
          1        l2_subp0_total_read_sector_queries    68768346    68768346    68768346    68768346
          1        l2_subp1_total_read_sector_queries    68437792    68437792    68437792    68437792
          1       l2_subp0_total_write_sector_queries    18352130    18352130    18352130    18352130
          1       l2_subp1_total_write_sector_queries    18352134    18352134    18352134    18352134
          1                                atom_count           0           0           0           0
          1                                gred_count           0           0           0           0
          1                             gld_inst_8bit    36713217    36713217    36713217    36713217
          1                            gld_inst_16bit           0           0           0           0
          1                            gld_inst_32bit           0           0           0           0
          1                            gld_inst_64bit           0           0           0           0
          1                           gld_inst_128bit           0           0           0           0
          1                             gst_inst_8bit    36704256    36704256    36704256    36704256
          1                            gst_inst_16bit           0           0           0           0
          1                            gst_inst_32bit           0           0           0           0
          1                            gst_inst_64bit           0           0           0           0
          1                           gst_inst_128bit           0           0           0           0
    Kernel: void mtf_cuda_thread_by4<int=4096, int=128, int=8>(unsigned char const *, unsigned char*, int, int)
          1                                local_load           0           0           0           0
          1                               local_store           0           0           0           0
          1                               gld_request     8251932     8251932     8251932     8251932
          1                               gst_request     8253385     8253385     8253385     8253385
          1                               shared_load     7475750     7475750     7475750     7475750
          1                              shared_store     7476312     7476312     7476312     7476312
          1                                    branch    27715507    27715507    27715507    27715507
          1                          divergent_branch     8210887     8210887     8210887     8210887
          1                             active_cycles   740649528   740649528   740649528   740649528
          1                            inst_issued1_0   334835859   334835859   334835859   334835859
          1                            inst_issued2_0    29921701    29921701    29921701    29921701
          1                            inst_issued1_1   194539366   194539366   194539366   194539366
          1                            inst_issued2_1    29990521    29990521    29990521    29990521
          1                             inst_executed   196552394   196552394   196552394   196552394
          1                            warps_launched         284         284         284         284
          1                          threads_launched        9088        9088        9088        9088
          1                    thread_inst_executed_0   772770521   772770521   772770521   772770521
          1                    thread_inst_executed_2   288572786   288572786   288572786   288572786
          1                    thread_inst_executed_1   785397047   785397047   785397047   785397047
          1                    thread_inst_executed_3   293234095   293234095   293234095   293234095
          1                              active_warps  2.0847e+10  2.0847e+10  2.0847e+10  2.0847e+10
          1                 tex0_cache_sector_queries           0           0           0           0
          1                  tex0_cache_sector_misses           0           0           0           0
          1                 tex1_cache_sector_queries           0           0           0           0
          1                  tex1_cache_sector_misses           0           0           0           0
          1                           sm_cta_launched          72          72          72          72
          1                         l1_local_load_hit           0           0           0           0
          1                        l1_local_load_miss           0           0           0           0
          1                        l1_local_store_hit           0           0           0           0
          1                       l1_local_store_miss           0           0           0           0
          1                        l1_global_load_hit     2259108     2259108     2259108     2259108
          1                       l1_global_load_miss    35498844    35498844    35498844    35498844
          1          uncached_global_load_transaction           0           0           0           0
          1                  global_store_transaction    37765120    37765120    37765120    37765120
          1                   l1_shared_bank_conflict           0           0           0           0
          1                           prof_trigger_00           0           0           0           0
          1                           prof_trigger_01           0           0           0           0
          1                           prof_trigger_02           0           0           0           0
          1                           prof_trigger_03           0           0           0           0
          1                           prof_trigger_04           0           0           0           0
          1                           prof_trigger_05           0           0           0           0
          1                           prof_trigger_06           0           0           0           0
          1                           prof_trigger_07           0           0           0           0
          1                     fb_subp0_read_sectors    49289849    49289849    49289849    49289849
          1                     fb_subp1_read_sectors    49555803    49555803    49555803    49555803
          1                    fb_subp0_write_sectors    18250831    18250831    18250831    18250831
          1                    fb_subp1_write_sectors    18259571    18259571    18259571    18259571
          1              l2_subp0_write_sector_misses    18240457    18240457    18240457    18240457
          1              l2_subp1_write_sector_misses    18259571    18259571    18259571    18259571
          1               l2_subp0_read_sector_misses    49438437    49438437    49438437    49438437
          1               l2_subp1_read_sector_misses    49165955    49165955    49165955    49165955
          1             l2_subp0_write_sector_queries    18352128    18352128    18352128    18352128
          1             l2_subp1_write_sector_queries    18352128    18352128    18352128    18352128
          1              l2_subp0_read_sector_queries    68897244    68897244    68897244    68897244
          1              l2_subp1_read_sector_queries    68985036    68985036    68985036    68985036
          1          l2_subp0_read_tex_sector_queries           0           0           0           0
          1          l2_subp1_read_tex_sector_queries           0           0           0           0
          1                 l2_subp0_read_hit_sectors    19813700    19813700    19813700    19813700
          1                 l2_subp1_read_hit_sectors    20185552    20185552    20185552    20185552
          1             l2_subp0_read_tex_hit_sectors           0           0           0           0
          1             l2_subp1_read_tex_hit_sectors           0           0           0           0
          1                         elapsed_cycles_sm   765572800   765572800   765572800   765572800
          1       l2_subp0_read_sysmem_sector_queries           0           0           0           0
          1       l2_subp1_read_sysmem_sector_queries           0           0           0           0
          1      l2_subp0_write_sysmem_sector_queries           1           1           1           1
          1      l2_subp1_write_sysmem_sector_queries           0           0           0           0
          1        l2_subp0_total_read_sector_queries    68901346    68901346    68901346    68901346
          1        l2_subp1_total_read_sector_queries    69041052    69041052    69041052    69041052
          1       l2_subp0_total_write_sector_queries    18352130    18352130    18352130    18352130
          1       l2_subp1_total_write_sector_queries    18352134    18352134    18352134    18352134
          1                                atom_count           0           0           0           0
          1                                gred_count           0           0           0           0
