======== Profiling result:
======== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "GeForce GTX 560 Ti (0)"
    Kernel: void mtf_cuda_2buffers<int=4096, int=4, unsigned int>(unsigned char const *, unsigned char*, int, int)
          1                             stall_texture                         Issue Stall Reasons (Texture)       0.00%       0.00%       0.00%
          1                               stall_other                           Issue Stall Reasons (Other)      11.80%      11.80%      11.80%
          1                                inst_fp_32                               FP Instructions(Single)           0           0           0
          1                                inst_fp_64                               FP Instructions(Double)           0           0           0
          1                              inst_integer                                  Integer Instructions   809374727   809374727   809374727
          1                          inst_bit_convert                              Bit-Convert Instructions   834693512   834693512   834693512
          1                              inst_control                             Control-Flow Instructions   202146652   202146652   202146652
          1                        inst_compute_ld_st                               Load/Store Instructions   650399987   650399987   650399987
          1                                 inst_misc                                     Misc Instructions   196808082   196808082   196808082
          1           inst_inter_thread_communication                             Inter-Thread Instructions           0           0           0
          1                    atomic_replay_overhead                                Atomic Replay Overhead    0.000000    0.000000    0.000000
          1                       atomic_transactions                                   Atomic Transactions           0           0           0
          1           atomic_transactions_per_request                       Atomic Transactions Per Request    0.000000    0.000000    0.000000
          1                      inst_replay_overhead                           Instruction Replay Overhead    0.179612    0.179612    0.179612
          1                    shared_replay_overhead                         Shared Memory Replay Overhead    0.000000    0.000000    0.000000
          1              global_cache_replay_overhead                   Global Memory Cache Replay Overhead    0.066226    0.066226    0.066226
          1                        tex_cache_hit_rate                                Texture Cache Hit Rate       0.00%       0.00%       0.00%
          1                      tex_cache_throughput                              Texture Cache Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                      dram_read_throughput                         Device Memory Read Throughput  972.43MB/s  972.43MB/s  971.79MB/s
          1                     dram_write_throughput                        Device Memory Write Throughput  12.391GB/s  12.391GB/s  12.390GB/s
          1                            gst_throughput                               Global Store Throughput  12.523GB/s  12.523GB/s  12.523GB/s
          1                            gld_throughput                                Global Load Throughput  50.815GB/s  50.815GB/s  50.815GB/s
          1                 warp_execution_efficiency                             Warp Execution Efficiency      33.02%      33.02%      33.02%
          1                     local_replay_overhead                    Local Memory Cache Replay Overhead    0.000000    0.000000    0.000000
          1                            gld_efficiency                         Global Memory Load Efficiency       0.77%       0.77%       0.77%
          1                            gst_efficiency                        Global Memory Store Efficiency       3.13%       3.13%       3.13%
          1                l2_texture_read_throughput                         L2 Throughput (Texture Reads)  0.00000B/s  0.00000B/s  0.00000B/s
          1                       l2_l1_read_hit_rate                                L2 Hit Rate (L1 Reads)      98.33%      98.33%      98.33%
          1                  l2_texture_read_hit_rate                           L2 Hit Rate (Texture Reads)       0.00%       0.00%       0.00%
          1                     l2_l1_read_throughput                              L2 Throughput (L1 Reads)  25.940GB/s  25.940GB/s  25.939GB/s
          1                     local_memory_overhead                                 Local Memory Overhead       0.00%       0.00%       0.00%
          1                                issued_ipc                                            Issued IPC    0.588104    0.588104    0.588104
          1                    issue_slot_utilization                                Issue Slot Utilization      21.65%      21.65%      21.65%
          1                  sysmem_read_transactions                       System Memory Read Transactions           0           0           0
          1                 sysmem_write_transactions                      System Memory Write Transactions           2           2           2
          1                      l2_read_transactions                                  L2 Read Transactions    76829517    76829517    76829517
          1                     l2_write_transactions                                 L2 Write Transactions    36704263    36704263    36704263
          1                    tex_cache_transactions                            Texture Cache Transactions           0           0           0
          1                    dram_read_transactions                       Device Memory Read Transactions     2783284     2783284     2783284
          1                   dram_write_transactions                      Device Memory Write Transactions    36317162    36317162    36317162
          1                        l2_read_throughput                                 L2 Throughput (Reads)  26.214GB/s  26.214GB/s  26.213GB/s
          1                       l2_write_throughput                                L2 Throughput (Writes)  12.523GB/s  12.523GB/s  12.523GB/s
          1                    sysmem_read_throughput                         System Memory Read Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                   sysmem_write_throughput                        System Memory Write Throughput  732.000B/s  732.000B/s  0.00000B/s
          1                                 cf_issued                      Issued Control-Flow Instructions    44842775    44842775    44842775
          1                               cf_executed                    Executed Control-Flow Instructions    44842775    44842775    44842775
          1                               ldst_issued                        Issued Load/Store Instructions   103826366   103826366   103826366
          1                             ldst_executed                      Executed Load/Store Instructions    52287907    52287907    52287907
          1                     l1_shared_utilization                          L1/Shared Memory Utilization     Low (2)     Low (2)     Low (2)
          1                            l2_utilization                                  L2 Cache Utilization     Low (2)     Low (2)     Low (2)
          1                           tex_utilization                             Texture Cache Utilization    Idle (0)    Idle (0)    Idle (0)
          1                          dram_utilization                             Device Memory Utilization     Low (2)     Low (2)     Low (2)
          1                        sysmem_utilization                             System Memory Utilization     Low (1)     Low (1)     Low (1)
          1                       ldst_fu_utilization                  Load/Store Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                        alu_fu_utilization                  Arithmetic Function Unit Utilization     Low (2)     Low (2)     Low (2)
          1                         cf_fu_utilization                Control-Flow Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                        tex_fu_utilization                     Texture Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                               inst_issued                                   Instructions Issued   338509558   338509558   338509558
          1                               issue_slots                                           Issue Slots   249202145   249202145   249202145
          1                      l2_atomic_throughput                       L2 Throughput (Atomic requests)  0.00000B/s  0.00000B/s  0.00000B/s
          1                   l2_l1_read_transactions               L2 Read Transactions (L1 read requests)    76027132    76027132    76027132
          1                  l2_l1_write_transactions             L2 Write Transactions (L1 write requests)    36704256    36704256    36704256
          1                  l2_tex_read_transactions                       L2 Transactions (Texture Reads)           0           0           0
          1                    l2_l1_write_throughput                             L2 Throughput (L1 Writes)  12.523GB/s  12.523GB/s  12.523GB/s
          1                    l2_atomic_transactions                     L2 Transactions (Atomic requests)           0           0           0
          1                  eligible_warps_per_cycle                       Eligible Warps Per Active Cycle    0.464800    0.464800    0.464800
          1                         atomic_throughput                                     Atomic Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                        flop_sp_efficiency                          FLOP Efficiency(Peak Single)       0.00%       0.00%       0.00%
          1                        flop_dp_efficiency                          FLOP Efficiency(Peak Double)       0.00%       0.00%       0.00%
          1                           stall_pipe_busy                       Issue Stall Reasons (Pipe Busy)       0.00%       0.00%       0.00%
          1                     stall_memory_throttle                 Issue Stall Reasons (Memory Throttle)       0.00%       0.00%       0.00%
    Kernel: void mtf_cuda_2buffers_depth32<int=4096, int=4, int=2, unsigned int, int=32>(unsigned char const *, unsigned char*, int, int)
          1                  l1_cache_global_hit_rate                                    L1 Global Hit Rate      80.68%      80.68%      80.68%
          1                         branch_efficiency                                     Branch Efficiency     100.00%     100.00%     100.00%
          1                   l1_cache_local_hit_rate                                     L1 Local Hit Rate       0.00%       0.00%       0.00%
          1                             sm_efficiency                               Multiprocessor Activity      99.51%      99.51%      99.51%
          1                        achieved_occupancy                                    Achieved Occupancy    0.647691    0.647691    0.647691
          1                  gld_requested_throughput                      Requested Global Load Throughput  23.706GB/s  23.706GB/s  23.706GB/s
          1                  gst_requested_throughput                     Requested Global Store Throughput  23.700GB/s  23.700GB/s  23.700GB/s
          1                                       ipc                                          Executed IPC    2.402347    2.402347    2.402347
          1                    sm_efficiency_instance                               Multiprocessor Activity      99.51%      99.51%      99.51%
          1                              ipc_instance                                          Executed IPC    2.402347    2.402347    2.402347
          1                             inst_per_warp                                 Instructions per warp  1.7732e+05  1.7732e+05  1.7732e+05
          1                          gld_transactions                              Global Load Transactions    36709120    36709120    36709120
          1                          gst_transactions                             Global Store Transactions    36700160    36700160    36700160
          1                   local_load_transactions                               Local Load Transactions           0           0           0
          1                  local_store_transactions                              Local Store Transactions           0           0           0
          1                  shared_load_transactions                              Shared Load Transactions    36831232    36831232    36831232
          1                 shared_store_transactions                             Shared Store Transactions    73671452    73671452    73671452
          1              gld_transactions_per_request                  Global Load Transactions Per Request    0.999777    0.999777    0.999777
          1              gst_transactions_per_request                 Global Store Transactions Per Request    0.999777    0.999777    0.999777
          1       local_load_transactions_per_request            Local Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          1      local_store_transactions_per_request           Local Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          1      shared_load_transactions_per_request           Shared Memory Load Transactions Per Request    1.003347    1.003347    1.003347
          1     shared_store_transactions_per_request          Shared Memory Store Transactions Per Request    1.003410    1.003410    1.003410
          1                     local_load_throughput                          Local Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    local_store_throughput                         Local Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    shared_load_throughput                         Shared Memory Load Throughput  95.119GB/s  95.119GB/s  95.119GB/s
          1                   shared_store_throughput                        Shared Memory Store Throughput  190.26GB/s  190.26GB/s  190.26GB/s
          1                         shared_efficiency                              Shared Memory Efficiency      72.42%      72.42%      72.42%
          1                             flop_count_sp           Floating Point Operations(Single Precision)           0           0           0
          1                         flop_count_sp_add       Floating Point Operations(Single Precision Add)           0           0           0
          1                         flop_count_sp_mul        Floating Point Operation(Single Precision Mul)           0           0           0
          1                         flop_count_sp_fma       Floating Point Operations(Single Precision FMA)           0           0           0
          1                             flop_count_dp           Floating Point Operations(Double Precision)           0           0           0
          1                         flop_count_dp_add       Floating Point Operations(Double Precision Add)           0           0           0
          1                         flop_count_dp_mul       Floating Point Operations(Double Precision Mul)           0           0           0
          1                         flop_count_dp_fma       Floating Point Operations(Double Precision FMA)           0           0           0
          1                     flop_count_sp_special   Floating Point Operations(Single Precision Special)           0           0           0
          1                          stall_inst_fetch              Issue Stall Reasons (Instructions Fetch)      45.35%      45.35%      45.35%
          1                     stall_exec_dependency            Issue Stall Reasons (Execution Dependency)      37.86%      37.86%      37.86%
          1                   stall_memory_dependency                    Issue Stall Reasons (Data Request)       0.06%       0.06%       0.06%
          1                                stall_sync                 Issue Stall Reasons (Synchronization)       0.00%       0.00%       0.00%
          1                             inst_executed                                 Instructions Executed   795086262   795086262   795086262
          1                             stall_texture                         Issue Stall Reasons (Texture)       0.00%       0.00%       0.00%
          1                               stall_other                           Issue Stall Reasons (Other)       7.05%       7.05%       7.05%
          1                                inst_fp_32                               FP Instructions(Single)           0           0           0
          1                                inst_fp_64                               FP Instructions(Double)           0           0           0
          1                              inst_integer                                  Integer Instructions  1.2483e+10  1.2483e+10  1.2483e+10
          1                          inst_bit_convert                              Bit-Convert Instructions  2349334528  2349334528  2349334528
          1                              inst_control                             Control-Flow Instructions   624185472   624185472   624185472
          1                        inst_compute_ld_st                               Load/Store Instructions  5497762341  5497762341  5497762341
          1                                 inst_misc                                     Misc Instructions  2349908384  2349908384  2349908384
          1           inst_inter_thread_communication                             Inter-Thread Instructions  1174667264  1174667264  1174667264
          1                    atomic_replay_overhead                                Atomic Replay Overhead    0.000000    0.000000    0.000000
          1                       atomic_transactions                                   Atomic Transactions           0           0           0
          1           atomic_transactions_per_request                       Atomic Transactions Per Request    0.000000    0.000000    0.000000
          1                      inst_replay_overhead                           Instruction Replay Overhead    0.000242    0.000242    0.000242
          1                    shared_replay_overhead                         Shared Memory Replay Overhead    0.000000    0.000000    0.000000
          1              global_cache_replay_overhead                   Global Memory Cache Replay Overhead    0.009719    0.009719    0.009719
          1                        tex_cache_hit_rate                                Texture Cache Hit Rate       0.00%       0.00%       0.00%
          1                      tex_cache_throughput                              Texture Cache Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                      dram_read_throughput                         Device Memory Read Throughput  1.2304GB/s  1.2304GB/s  1.2303GB/s
          1                     dram_write_throughput                        Device Memory Write Throughput  18.449GB/s  18.449GB/s  18.449GB/s
          1                            gst_throughput                               Global Store Throughput  23.700GB/s  23.700GB/s  23.700GB/s
          1                            gld_throughput                                Global Load Throughput  94.803GB/s  94.803GB/s  94.803GB/s
          1                 warp_execution_efficiency                             Warp Execution Efficiency     100.00%     100.00%     100.00%
          1                     local_replay_overhead                    Local Memory Cache Replay Overhead    0.000000    0.000000    0.000000
          1                            gld_efficiency                         Global Memory Load Efficiency      25.01%      25.01%      25.01%
          1                            gst_efficiency                        Global Memory Store Efficiency     100.00%     100.00%     100.00%
          1                l2_texture_read_throughput                         L2 Throughput (Texture Reads)  0.00000B/s  0.00000B/s  0.00000B/s
          1                       l2_l1_read_hit_rate                                L2 Hit Rate (L1 Reads)     100.00%     100.00%     100.00%
          1                  l2_texture_read_hit_rate                           L2 Hit Rate (Texture Reads)       0.00%       0.00%       0.00%
          1                     l2_l1_read_throughput                              L2 Throughput (L1 Reads)  20.278GB/s  20.278GB/s  20.278GB/s
          1                     local_memory_overhead                                 Local Memory Overhead       4.47%       4.47%       4.47%
          1                                issued_ipc                                            Issued IPC    2.403957    2.403957    2.403957
          1                    issue_slot_utilization                                Issue Slot Utilization      85.52%      85.52%      85.52%
          1                  sysmem_read_transactions                       System Memory Read Transactions           0           0           0
          1                 sysmem_write_transactions                      System Memory Write Transactions           1           1           1
          1                      l2_read_transactions                                  L2 Read Transactions    30610463    30610463    30610463
          1                     l2_write_transactions                                 L2 Write Transactions    36708355    36708355    36708355
          1                    tex_cache_transactions                            Texture Cache Transactions           0           0           0
          1                    dram_read_transactions                       Device Memory Read Transactions     1905769     1905769     1905769
          1                   dram_write_transactions                      Device Memory Write Transactions    28574704    28574704    28574704
          1                        l2_read_throughput                                 L2 Throughput (Reads)  19.763GB/s  19.763GB/s  19.763GB/s
          1                       l2_write_throughput                                L2 Throughput (Writes)  23.700GB/s  23.700GB/s  23.700GB/s
          1                    sysmem_read_throughput                         System Memory Read Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                   sysmem_write_throughput                        System Memory Write Throughput  693.000B/s  693.000B/s  0.00000B/s
          1                                 cf_issued                      Issued Control-Flow Instructions    37873415    37873415    37873415
          1                               cf_executed                    Executed Control-Flow Instructions    37873415    37873415    37873415
          1                               ldst_issued                        Issued Load/Store Instructions   183711864   183711864   183711864
          1                             ldst_executed                      Executed Load/Store Instructions   183559684   183559684   183559684
          1                     l1_shared_utilization                          L1/Shared Memory Utilization     Mid (5)     Mid (5)     Mid (5)
          1                            l2_utilization                                  L2 Cache Utilization     Low (3)     Low (3)     Low (3)
          1                           tex_utilization                             Texture Cache Utilization    Idle (0)    Idle (0)    Idle (0)
          1                          dram_utilization                             Device Memory Utilization     Low (2)     Low (2)     Low (2)
          1                        sysmem_utilization                             System Memory Utilization     Low (1)     Low (1)     Low (1)
          1                       ldst_fu_utilization                  Load/Store Function Unit Utilization     Low (3)     Low (3)     Low (3)
          1                        alu_fu_utilization                  Arithmetic Function Unit Utilization    High (7)    High (7)    High (7)
          1                         cf_fu_utilization                Control-Flow Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                        tex_fu_utilization                     Texture Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                               inst_issued                                   Instructions Issued   795289381   795289381   795289381
          1                               issue_slots                                           Issue Slots   565826071   565826071   565826071
          1                      l2_atomic_throughput                       L2 Throughput (Atomic requests)  0.00000B/s  0.00000B/s  0.00000B/s
          1                   l2_l1_read_transactions               L2 Read Transactions (L1 read requests)    31408388    31408388    31408388
          1                  l2_l1_write_transactions             L2 Write Transactions (L1 write requests)    36708352    36708352    36708352
          1                  l2_tex_read_transactions                       L2 Transactions (Texture Reads)           0           0           0
          1                    l2_l1_write_throughput                             L2 Throughput (L1 Writes)  23.700GB/s  23.700GB/s  23.700GB/s
          1                    l2_atomic_transactions                     L2 Transactions (Atomic requests)           0           0           0
          1                  eligible_warps_per_cycle                       Eligible Warps Per Active Cycle    5.022511    5.022511    5.022511
          1                         atomic_throughput                                     Atomic Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                        flop_sp_efficiency                          FLOP Efficiency(Peak Single)       0.00%       0.00%       0.00%
          1                        flop_dp_efficiency                          FLOP Efficiency(Peak Double)       0.00%       0.00%       0.00%
          1                           stall_pipe_busy                       Issue Stall Reasons (Pipe Busy)       9.68%       9.68%       9.68%
          1                     stall_memory_throttle                 Issue Stall Reasons (Memory Throttle)       0.00%       0.00%       0.00%
    Kernel: void mtf_cuda_2buffers_depth32<int=4096, int=4, int=3, unsigned int, int=32>(unsigned char const *, unsigned char*, int, int)
          1                  l1_cache_global_hit_rate                                    L1 Global Hit Rate      69.14%      69.14%      69.14%
          1                         branch_efficiency                                     Branch Efficiency     100.00%     100.00%     100.00%
          1                   l1_cache_local_hit_rate                                     L1 Local Hit Rate       0.00%       0.00%       0.00%
          1                             sm_efficiency                               Multiprocessor Activity      99.29%      99.29%      99.29%
          1                        achieved_occupancy                                    Achieved Occupancy    0.640721    0.640721    0.640721
          1                  gld_requested_throughput                      Requested Global Load Throughput  23.435GB/s  23.435GB/s  23.435GB/s
          1                  gst_requested_throughput                     Requested Global Store Throughput  23.429GB/s  23.429GB/s  23.428GB/s
          1                                       ipc                                          Executed IPC    2.290456    2.290456    2.290456
          1                    sm_efficiency_instance                               Multiprocessor Activity      99.29%      99.29%      99.29%
          1                              ipc_instance                                          Executed IPC    2.290456    2.290456    2.290456
          1                             inst_per_warp                                 Instructions per warp  2.5569e+05  2.5569e+05  2.5569e+05
          1                          gld_transactions                              Global Load Transactions    36725508    36725508    36725508
          1                          gst_transactions                             Global Store Transactions    36569088    36569088    36569088
          1                   local_load_transactions                               Local Load Transactions           0           0           0
          1                  local_store_transactions                              Local Store Transactions           0           0           0
          1                  shared_load_transactions                              Shared Load Transactions    36569088    36569088    36569088
          1                 shared_store_transactions                             Shared Store Transactions    73147104    73147104    73147104
          1              gld_transactions_per_request                  Global Load Transactions Per Request    1.000335    1.000335    1.000335
          1              gst_transactions_per_request                 Global Store Transactions Per Request    0.996317    0.996317    0.996317
          1       local_load_transactions_per_request            Local Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          1      local_store_transactions_per_request           Local Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          1      shared_load_transactions_per_request           Shared Memory Load Transactions Per Request    0.996317    0.996317    0.996317
          1     shared_store_transactions_per_request          Shared Memory Store Transactions Per Request    0.996324    0.996324    0.996324
          1                     local_load_throughput                          Local Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    local_store_throughput                         Local Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    shared_load_throughput                         Shared Memory Load Throughput  93.372GB/s  93.372GB/s  93.372GB/s
          1                   shared_store_throughput                        Shared Memory Store Throughput  186.77GB/s  186.77GB/s  186.77GB/s
          1                         shared_efficiency                              Shared Memory Efficiency      72.93%      72.93%      72.93%
          1                             flop_count_sp           Floating Point Operations(Single Precision)           0           0           0
          1                         flop_count_sp_add       Floating Point Operations(Single Precision Add)           0           0           0
          1                         flop_count_sp_mul        Floating Point Operation(Single Precision Mul)           0           0           0
          1                         flop_count_sp_fma       Floating Point Operations(Single Precision FMA)           0           0           0
          1                             flop_count_dp           Floating Point Operations(Double Precision)           0           0           0
          1                         flop_count_dp_add       Floating Point Operations(Double Precision Add)           0           0           0
          1                         flop_count_dp_mul       Floating Point Operations(Double Precision Mul)           0           0           0
          1                         flop_count_dp_fma       Floating Point Operations(Double Precision FMA)           0           0           0
          1                     flop_count_sp_special   Floating Point Operations(Single Precision Special)           0           0           0
          1                          stall_inst_fetch              Issue Stall Reasons (Instructions Fetch)      47.54%      47.54%      47.54%
          1                     stall_exec_dependency            Issue Stall Reasons (Execution Dependency)      35.70%      35.70%      35.70%
          1                   stall_memory_dependency                    Issue Stall Reasons (Data Request)       0.19%       0.19%       0.19%
          1                                stall_sync                 Issue Stall Reasons (Synchronization)       0.00%       0.00%       0.00%
          1                             inst_executed                                 Instructions Executed   764005908   764005908   764005908
          1                             stall_texture                         Issue Stall Reasons (Texture)       0.00%       0.00%       0.00%
          1                               stall_other                           Issue Stall Reasons (Other)       7.60%       7.60%       7.60%
          1                                inst_fp_32                               FP Instructions(Single)           0           0           0
          1                                inst_fp_64                               FP Instructions(Double)           0           0           0
          1                              inst_integer                                  Integer Instructions  1.1894e+10  1.1894e+10  1.1894e+10
          1                          inst_bit_convert                              Bit-Convert Instructions  2349072384  2349072384  2349072384
          1                              inst_control                             Control-Flow Instructions   416077184   416077184   416077184
          1                        inst_compute_ld_st                               Load/Store Instructions  5301368613  5301368613  5301368613
          1                                 inst_misc                                     Misc Instructions  2349645984  2349645984  2349645984
          1           inst_inter_thread_communication                             Inter-Thread Instructions  1174536192  1174536192  1174536192
          1                    atomic_replay_overhead                                Atomic Replay Overhead    0.000000    0.000000    0.000000
          1                       atomic_transactions                                   Atomic Transactions           0           0           0
          1           atomic_transactions_per_request                       Atomic Transactions Per Request    0.000000    0.000000    0.000000
          1                      inst_replay_overhead                           Instruction Replay Overhead    0.000475    0.000475    0.000475
          1                    shared_replay_overhead                         Shared Memory Replay Overhead    0.000000    0.000000    0.000000
          1              global_cache_replay_overhead                   Global Memory Cache Replay Overhead    0.015250    0.015250    0.015250
          1                        tex_cache_hit_rate                                Texture Cache Hit Rate       0.00%       0.00%       0.00%
          1                      tex_cache_throughput                              Texture Cache Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                      dram_read_throughput                         Device Memory Read Throughput  1.2196GB/s  1.2196GB/s  1.2191GB/s
          1                     dram_write_throughput                        Device Memory Write Throughput  20.290GB/s  20.290GB/s  20.289GB/s
          1                            gst_throughput                               Global Store Throughput  23.429GB/s  23.429GB/s  23.428GB/s
          1                            gld_throughput                                Global Load Throughput  93.771GB/s  93.771GB/s  93.770GB/s
          1                 warp_execution_efficiency                             Warp Execution Efficiency     100.00%     100.00%     100.00%
          1                     local_replay_overhead                    Local Memory Cache Replay Overhead    0.000000    0.000000    0.000000
          1                            gld_efficiency                         Global Memory Load Efficiency      24.99%      24.99%      24.99%
          1                            gst_efficiency                        Global Memory Store Efficiency     100.00%     100.00%     100.00%
          1                l2_texture_read_throughput                         L2 Throughput (Texture Reads)  0.00000B/s  0.00000B/s  0.00000B/s
          1                       l2_l1_read_hit_rate                                L2 Hit Rate (L1 Reads)     100.00%     100.00%     100.00%
          1                  l2_texture_read_hit_rate                           L2 Hit Rate (Texture Reads)       0.00%       0.00%       0.00%
          1                     l2_l1_read_throughput                              L2 Throughput (L1 Reads)  30.186GB/s  30.186GB/s  30.185GB/s
          1                     local_memory_overhead                                 Local Memory Overhead       2.33%       2.33%       2.33%
          1                                issued_ipc                                            Issued IPC    2.288490    2.288490    2.288490
          1                    issue_slot_utilization                                Issue Slot Utilization      86.60%      86.60%      86.60%
          1                  sysmem_read_transactions                       System Memory Read Transactions           0           0           0
          1                 sysmem_write_transactions                      System Memory Write Transactions           0           0           0
          1                      l2_read_transactions                                  L2 Read Transactions    47919723    47919723    47919723
          1                     l2_write_transactions                                 L2 Write Transactions    36704259    36704259    36704259
          1                    tex_cache_transactions                            Texture Cache Transactions           0           0           0
          1                    dram_read_transactions                       Device Memory Read Transactions     1910640     1910640     1910640
          1                   dram_write_transactions                      Device Memory Write Transactions    31785646    31785646    31785646
          1                        l2_read_throughput                                 L2 Throughput (Reads)  30.588GB/s  30.588GB/s  30.587GB/s
          1                       l2_write_throughput                                L2 Throughput (Writes)  23.429GB/s  23.429GB/s  23.428GB/s
          1                    sysmem_read_throughput                         System Memory Read Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                   sysmem_write_throughput                        System Memory Write Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                                 cf_issued                      Issued Control-Flow Instructions    25252099    25252099    25252099
          1                               cf_executed                    Executed Control-Flow Instructions    25252099    25252099    25252099
          1                               ldst_issued                        Issued Load/Store Instructions   183880004   183880004   183880004
          1                             ldst_executed                      Executed Load/Store Instructions   183539202   183539202   183539202
          1                     l1_shared_utilization                          L1/Shared Memory Utilization     Mid (5)     Mid (5)     Mid (5)
          1                            l2_utilization                                  L2 Cache Utilization     Low (3)     Low (3)     Low (3)
          1                           tex_utilization                             Texture Cache Utilization    Idle (0)    Idle (0)    Idle (0)
          1                          dram_utilization                             Device Memory Utilization     Low (2)     Low (2)     Low (2)
          1                        sysmem_utilization                             System Memory Utilization    Idle (0)    Idle (0)    Idle (0)
          1                       ldst_fu_utilization                  Load/Store Function Unit Utilization     Low (3)     Low (3)     Low (3)
          1                        alu_fu_utilization                  Arithmetic Function Unit Utilization    High (7)    High (7)    High (7)
          1                         cf_fu_utilization                Control-Flow Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                        tex_fu_utilization                     Texture Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                               inst_issued                                   Instructions Issued   764378379   764378379   764378379
          1                               issue_slots                                           Issue Slots   578535942   578535942   578535942
          1                      l2_atomic_throughput                       L2 Throughput (Atomic requests)  0.00000B/s  0.00000B/s  0.00000B/s
          1                   l2_l1_read_transactions               L2 Read Transactions (L1 read requests)    47288924    47288924    47288924
          1                  l2_l1_write_transactions             L2 Write Transactions (L1 write requests)    36704256    36704256    36704256
          1                  l2_tex_read_transactions                       L2 Transactions (Texture Reads)           0           0           0
          1                    l2_l1_write_throughput                             L2 Throughput (L1 Writes)  23.429GB/s  23.429GB/s  23.428GB/s
          1                    l2_atomic_transactions                     L2 Transactions (Atomic requests)           0           0           0
          1                  eligible_warps_per_cycle                       Eligible Warps Per Active Cycle    5.074431    5.074431    5.074431
          1                         atomic_throughput                                     Atomic Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                        flop_sp_efficiency                          FLOP Efficiency(Peak Single)       0.00%       0.00%       0.00%
          1                        flop_dp_efficiency                          FLOP Efficiency(Peak Double)       0.00%       0.00%       0.00%
          1                           stall_pipe_busy                       Issue Stall Reasons (Pipe Busy)       8.97%       8.97%       8.97%
          1                     stall_memory_throttle                 Issue Stall Reasons (Memory Throttle)       0.00%       0.00%       0.00%
    Kernel: void mtf_cuda_thread<int=4096, int=32, int=256>(unsigned char const *, unsigned char*, int, int)
          1                  l1_cache_global_hit_rate                                    L1 Global Hit Rate      60.55%      60.55%      60.55%
          1                         branch_efficiency                                     Branch Efficiency      72.94%      72.94%      72.94%
          1                   l1_cache_local_hit_rate                                     L1 Local Hit Rate       0.00%       0.00%       0.00%
          1                             sm_efficiency                               Multiprocessor Activity      89.80%      89.80%      89.80%
          1                        achieved_occupancy                                    Achieved Occupancy    0.113808    0.113808    0.113808
          1                  gld_requested_throughput                      Requested Global Load Throughput  294.70MB/s  294.70MB/s  294.69MB/s
          1                  gst_requested_throughput                     Requested Global Store Throughput  294.63MB/s  294.63MB/s  293.73MB/s
          1                                       ipc                                          Executed IPC    0.480226    0.480226    0.480226
          1                    sm_efficiency_instance                               Multiprocessor Activity      89.80%      89.80%      89.80%
          1                              ipc_instance                                          Executed IPC    0.480226    0.480226    0.480226
          1                             inst_per_warp                                 Instructions per warp  1.3148e+06  1.3148e+06  1.3148e+06
